date,product_id,brand,product,volume,type,current_price,original_price,discount,sold_quantity,sold_out,url,market_id
24-02-2024,199133,佳樂事,佳樂事紅莫斯卡托原箱 6 X 1.5LT,5LT,紅酒,290.0,468.0,,,0,https://www.wellcome.com.hk/zh-hant/p/%E4%BD%B3%E6%A8%82%E4%BA%8B%E7%B4%85%E8%8E%AB%E6%96%AF%E5%8D%A1%E6%89%98%E5%8E%9F%E7%AE%B1%206%20X%201.5LT/i/113323808.html,wellcome
24-02-2024,660308,智利拉菲,智利拉菲特級紅酒 750ML,750ML,紅酒,115.0,188.0,指定分類85折,,0,https://www.wellcome.com.hk/zh-hant/p/%E6%99%BA%E5%88%A9%E6%8B%89%E8%8F%B2%E7%89%B9%E7%B4%9A%E7%B4%85%E9%85%92%20750ML/i/101322331.html,wellcome
24-02-2024,223735,FRENCH CELLARS,FRENCH CELLARS 梅洛紅酒原箱 12 X 750ML,750ML,紅酒,590.0,1164.0,,,0,https://www.wellcome.com.hk/zh-hant/p/FRENCH%20CELLARS%20%E6%A2%85%E6%B4%9B%E7%B4%85%E9%85%92%E5%8E%9F%E7%AE%B1%2012%20X%20750ML/i/101351223.html,wellcome
24-02-2024,296418,Ch. D'Esclans,Ch. D'Esclans The Pale Rose Wine 750ML,750ML,玫瑰酒,128.0,165.0,指定分類85折,,0,https://www.wellcome.com.hk/zh-hant/p/Ch.%20D'Esclans%20The%20Pale%20Rose%20Wine%20750ML/i/102987951.html,wellcome
24-02-2024,599944,真露,真露提子味燒酌 360ML,360ML,韓國酒,20.0,20.0,2件$35,,0,https://www.wellcome.com.hk/zh-hant/p/%E7%9C%9F%E9%9C%B2%E6%8F%90%E5%AD%90%E5%91%B3%E7%87%92%E9%85%8C%20360ML/i/101354869.html,wellcome
24-02-2024,223198,瑪特堡,瑪特堡單一園系列雷司令 750ML,750ML,白酒,80.0,168.0,指定分類85折,,0,https://www.wellcome.com.hk/zh-hant/p/%E7%91%AA%E7%89%B9%E5%A0%A1%E5%96%AE%E4%B8%80%E5%9C%92%E7%B3%BB%E5%88%97%E9%9B%B7%E5%8F%B8%E4%BB%A4%20750ML/i/101361261.html,wellcome
24-02-2024,624130,格蘭堡,格蘭堡 伊甸谷雷司令白酒 750 ML,750ML,白酒,159.0,159.0,多重優惠,,0,https://www.wellcome.com.hk/zh-hant/p/%E6%A0%BC%E8%98%AD%E5%A0%A1%20%E4%BC%8A%E7%94%B8%E8%B0%B7%E9%9B%B7%E5%8F%B8%E4%BB%A4%E7%99%BD%E9%85%92%20750%20ML/i/113352203.html,wellcome
24-02-2024,505172,禾富巴斯,禾富巴斯總統金牌莎當妮白酒 750ML,750ML,白酒,120.0,159.0,指定分類85折,,0,https://www.wellcome.com.hk/zh-hant/p/%E7%A6%BE%E5%AF%8C%E5%B7%B4%E6%96%AF%E7%B8%BD%E7%B5%B1%E9%87%91%E7%89%8C%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92%20750ML/i/101359203.html,wellcome
24-02-2024,58305,佳樂事,佳樂事紅酒黑盒裝 3LT,3LT,紅酒,120.0,120.0,指定分類85折,,0,https://www.wellcome.com.hk/zh-hant/p/%E4%BD%B3%E6%A8%82%E4%BA%8B%E7%B4%85%E9%85%92%E9%BB%91%E7%9B%92%E8%A3%9D%203LT/i/101352094.html,wellcome
24-02-2024,566232,禾富巴斯,禾富巴斯總統金牌切粒子紅酒 750ML,750ML,紅酒,120.0,159.0,指定分類85折,,0,https://www.wellcome.com.hk/zh-hant/p/%E7%A6%BE%E5%AF%8C%E5%B7%B4%E6%96%AF%E7%B8%BD%E7%B5%B1%E9%87%91%E7%89%8C%E5%88%87%E7%B2%92%E5%AD%90%E7%B4%85%E9%85%92%20750ML/i/101359204.html,wellcome
